iteration,latency_ms,req_id,timestamp_ms,worker_id
51,6,2-51-8e3afb,1757915677292,2
51,6,1-51-b3dd72,1757915677292,1
51,5,3-51-ab6397,1757915677293,3
52,5,1-52-0cb4a0,1757915677297,1
52,5,2-52-43e71e,1757915677297,2
52,5,0-52-a306ee,1757915677297,0
52,6,3-52-3b92cf,1757915677299,3
53,6,1-53-cb2aa2,1757915677303,1
53,6,0-53-43ea8e,1757915677303,0
53,6,2-53-3d5768,1757915677303,2
53,5,3-53-c9f488,1757915677304,3
54,5,1-54-c0032e,1757915677308,1
54,6,2-54-dae292,1757915677309,2
54,6,0-54-ee313b,1757915677309,0
54,6,3-54-a13b1b,1757915677310,3
55,5,1-55-c740a6,1757915677313,1
55,5,0-55-b243b2,1757915677314,0
55,5,2-55-e9eaa4,1757915677314,2
55,5,3-55-e3f562,1757915677315,3
56,6,1-56-3fb647,1757915677319,1
56,5,2-56-e22f33,1757915677319,2
56,5,0-56-88510a,1757915677319,0
56,5,3-56-14c7b9,1757915677320,3
57,6,0-57-9909c3,1757915677325,0
57,6,2-57-682df0,1757915677325,2
57,6,1-57-093a7b,1757915677325,1
57,6,3-57-cffead,1757915677326,3
58,5,2-58-6396b7,1757915677330,2
58,5,0-58-7cdb76,1757915677330,0
58,5,1-58-2cae81,1757915677330,1
58,6,3-58-1830f3,1757915677332,3
59,6,1-59-64875e,1757915677336,1
59,6,0-59-9b0cd8,1757915677336,0
59,6,2-59-d667a3,1757915677336,2
59,5,3-59-7c19fc,1757915677337,3
60,5,2-60-1f2cb9,1757915677341,2
60,5,1-60-e73921,1757915677341,1
60,5,0-60-3fec1a,1757915677341,0
60,6,3-60-b96b55,1757915677343,3
61,6,1-61-f45154,1757915677347,1
61,6,2-61-800889,1757915677347,2
61,6,0-61-cfb259,1757915677347,0
61,5,3-61-363beb,1757915677348,3
62,5,1-62-e393b5,1757915677352,1
62,5,2-62-fcdc9a,1757915677352,2
62,5,0-62-c7e05f,1757915677352,0
62,5,3-62-07d6d0,1757915677353,3
63,5,1-63-5f4bce,1757915677357,1
63,6,2-63-afab55,1757915677358,2
63,6,0-63-8c2a53,1757915677358,0
63,6,3-63-74a41d,1757915677359,3
64,6,1-64-42271a,1757915677363,1
64,5,2-64-a12c67,1757915677363,2
64,5,0-64-9dca28,1757915677363,0
64,5,3-64-4660c8,1757915677364,3
65,5,1-65-3f6c82,1757915677368,1
65,6,2-65-688b81,1757915677369,2
65,6,0-65-825b57,1757915677369,0
65,6,3-65-7e56ee,1757915677370,3
66,5,1-66-1be5da,1757915677373,1
66,5,2-66-c3fb68,1757915677374,2
66,5,0-66-ad1743,1757915677374,0
66,5,3-66-15b88f,1757915677375,3
67,6,1-67-b15702,1757915677379,1
67,5,0-67-cbc5a9,1757915677379,0
67,5,2-67-11aaf3,1757915677379,2
67,5,3-67-ec4182,1757915677380,3
68,6,2-68-9bb49f,1757915677385,2
68,6,0-68-80ab7e,1757915677385,0
68,6,1-68-d0f07d,1757915677385,1
68,6,3-68-b7980c,1757915677386,3
69,5,2-69-0c564a,1757915677390,2
69,5,0-69-4beb0b,1757915677390,0
69,5,1-69-f10bb8,1757915677390,1
69,5,3-69-aee883,1757915677391,3
70,5,2-70-dc299d,1757915677395,2
70,6,0-70-efc10d,1757915677396,0
70,6,1-70-7068a6,1757915677396,1
70,5,3-70-56506c,1757915677396,3
71,5,0-71-50a915,1757915677401,0
71,5,1-71-bf2fcb,1757915677401,1
71,6,2-71-7704e0,1757915677401,2
71,5,3-71-2328d1,1757915677401,3
72,5,2-72-68cfdf,1757915677406,2
72,5,3-72-78cbe0,1757915677406,3
72,5,1-72-bdaaa0,1757915677406,1
72,5,0-72-27ea14,1757915677406,0
73,6,2-73-fa2c0f,1757915677412,2
73,6,0-73-bc45ee,1757915677412,0
73,6,3-73-55bda6,1757915677412,3
73,6,1-73-27d676,1757915677412,1
74,5,2-74-bbe1f2,1757915677417,2
74,5,0-74-27be80,1757915677417,0
74,5,3-74-204742,1757915677417,3
74,6,1-74-f24959,1757915677418,1
75,6,2-75-8bb710,1757915677423,2
75,6,3-75-328b88,1757915677423,3
75,6,0-75-604e09,1757915677423,0
75,5,1-75-e6a0d4,1757915677423,1
76,5,3-76-fd9198,1757915677428,3
76,5,2-76-7ca99b,1757915677428,2
76,5,1-76-246735,1757915677428,1
76,5,0-76-295005,1757915677428,0
77,5,2-77-d4f71f,1757915677433,2
77,5,3-77-34ff7d,1757915677433,3
77,6,0-77-a46086,1757915677434,0
77,6,1-77-dca962,1757915677434,1
78,6,2-78-2207ef,1757915677439,2
78,6,3-78-8f8522,1757915677439,3
78,5,1-78-f873de,1757915677439,1
78,5,0-78-c39840,1757915677439,0
79,5,1-79-5d49b5,1757915677444,1
79,5,3-79-14e5a2,1757915677444,3
79,5,2-79-088250,1757915677444,2
79,6,0-79-5a146e,1757915677445,0
80,5,1-80-d5e031,1757915677449,1
80,5,3-80-84ef7d,1757915677449,3
80,5,0-80-aa8fba,1757915677450,0
80,6,2-80-ce13d6,1757915677450,2
81,6,1-81-f01247,1757915677455,1
81,6,3-81-acd57a,1757915677455,3
81,5,2-81-fa54e4,1757915677455,2
81,5,0-81-b4114e,1757915677455,0
82,5,3-82-27ff3d,1757915677460,3
82,5,1-82-8df745,1757915677460,1
82,6,2-82-3fe3d9,1757915677461,2
82,6,0-82-7ea069,1757915677461,0
83,5,1-83-c8a5eb,1757915677465,1
83,5,3-83-a35584,1757915677465,3
83,5,0-83-7c11f3,1757915677466,0
83,5,2-83-a3aed5,1757915677466,2
84,6,3-84-c10682,1757915677471,3
84,6,1-84-09e0d7,1757915677471,1
84,6,2-84-ef3ff9,1757915677472,2
84,6,0-84-cfb42e,1757915677472,0
85,5,1-85-7c5871,1757915677476,1
85,5,3-85-0cde67,1757915677476,3
85,5,2-85-0dfc31,1757915677477,2
85,5,0-85-348dac,1757915677477,0
86,6,1-86-7fad9c,1757915677482,1
86,6,3-86-48558a,1757915677482,3
86,5,2-86-77797b,1757915677482,2
86,5,0-86-2186ac,1757915677482,0
87,5,3-87-9a8790,1757915677487,3
87,5,1-87-718eb1,1757915677487,1
87,6,2-87-b2e774,1757915677488,2
87,6,0-87-9827b8,1757915677488,0
88,5,3-88-f4ce28,1757915677492,3
88,5,1-88-46b05f,1757915677492,1
88,5,2-88-f2243f,1757915677493,2
88,5,0-88-c9838e,1757915677493,0
89,6,1-89-fb01ee,1757915677498,1
89,5,2-89-c61799,1757915677498,2
89,6,3-89-259528,1757915677498,3
89,6,0-89-a459af,1757915677499,0
90,6,2-90-ad5410,1757915677504,2
90,6,1-90-8a1d8c,1757915677504,1
90,6,3-90-174166,1757915677504,3
90,5,0-90-58439b,1757915677504,0
91,5,1-91-25dfd0,1757915677509,1
91,5,2-91-3802e1,1757915677509,2
91,5,3-91-2bb205,1757915677509,3
91,6,0-91-e040b4,1757915677510,0
92,6,1-92-9644cb,1757915677515,1
92,6,3-92-30fd44,1757915677515,3
92,6,2-92-bbb096,1757915677515,2
92,5,0-92-0298ed,1757915677515,0
93,5,1-93-ec474a,1757915677520,1
93,5,3-93-8dd42a,1757915677520,3
93,5,2-93-b52c16,1757915677520,2
93,6,0-93-7e8915,1757915677521,0
94,5,3-94-02d462,1757915677525,3
94,5,1-94-11c6bc,1757915677525,1
94,6,2-94-267a89,1757915677526,2
94,5,0-94-6a5efb,1757915677526,0
95,5,3-95-1f3c43,1757915677530,3
95,6,1-95-2abb28,1757915677531,1
95,5,2-95-453fef,1757915677531,2
95,6,0-95-eeca25,1757915677532,0
96,6,3-96-5b8487,1757915677536,3
96,5,2-96-cbb7dc,1757915677536,2
96,5,1-96-783d2c,1757915677536,1
96,5,0-96-0593e7,1757915677537,0
97,5,3-97-310f82,1757915677541,3
97,6,2-97-00c367,1757915677542,2
97,6,1-97-7c7fbd,1757915677542,1
97,6,0-97-0b9b69,1757915677543,0
98,6,3-98-c2d41d,1757915677547,3
98,5,2-98-f1b057,1757915677547,2
98,5,1-98-3df9fc,1757915677547,1
98,5,0-98-ac4c70,1757915677548,0
99,5,3-99-88589a,1757915677552,3
99,5,1-99-38814d,1757915677552,1
99,5,2-99-74c575,1757915677552,2
99,5,0-99-7f5dfe,1757915677553,0
100,5,3-100-9a8fb6,1757915677557,3
100,6,1-100-00820f,1757915677558,1
100,6,2-100-8f2e9d,1757915677558,2
100,6,0-100-0a4f37,1757915677559,0
101,6,3-101-aff573,1757915677563,3
101,5,1-101-fd55d5,1757915677563,1
101,5,2-101-35cb75,1757915677563,2
101,5,0-101-443899,1757915677564,0
102,5,3-102-7930b1,1757915677568,3
102,6,1-102-18cce3,1757915677569,1
102,6,2-102-f4083f,1757915677569,2
102,6,0-102-8a84f4,1757915677570,0
103,6,3-103-ec5e5c,1757915677574,3
103,5,2-103-568eaf,1757915677574,2
103,5,1-103-37c602,1757915677574,1
103,6,0-103-a1d966,1757915677576,0
104,5,2-104-3761a5,1757915677579,2
104,5,1-104-8cfe4f,1757915677579,1
104,5,3-104-429c9d,1757915677579,3
104,5,0-104-94fe89,1757915677581,0
105,6,2-105-e68411,1757915677585,2
105,6,1-105-f3fb11,1757915677585,1
105,6,3-105-aa8108,1757915677585,3
105,5,0-105-b86bc6,1757915677586,0
106,5,2-106-1f5c34,1757915677590,2
106,5,3-106-7e6342,1757915677590,3
106,5,1-106-118c8c,1757915677590,1
106,6,0-106-3bf32c,1757915677592,0
107,5,2-107-001e04,1757915677595,2
107,5,1-107-06ac4c,1757915677595,1
107,5,3-107-8b3b52,1757915677595,3
107,5,0-107-6b9da8,1757915677597,0
108,5,2-108-3016e2,1757915677600,2
108,6,1-108-eb034f,1757915677601,1
108,6,3-108-d7eeb7,1757915677601,3
108,6,0-108-b8ed15,1757915677603,0
109,6,2-109-494a07,1757915677606,2
109,5,3-109-e2ae28,1757915677606,3
109,5,1-109-ffcf26,1757915677606,1
109,5,0-109-ea3026,1757915677608,0
110,6,3-110-130792,1757915677612,3
110,6,1-110-f5b335,1757915677612,1
110,6,2-110-029db7,1757915677612,2
110,6,0-110-87c165,1757915677614,0
111,5,3-111-2992cf,1757915677617,3
111,5,1-111-9debbf,1757915677617,1
111,6,2-111-cac2bb,1757915677618,2
111,5,0-111-61d68f,1757915677619,0
112,5,2-112-cb0c63,1757915677623,2
112,6,1-112-f348a5,1757915677623,1
112,6,3-112-d4c2e7,1757915677623,3
112,6,0-112-31cfe9,1757915677625,0
113,5,2-113-08c317,1757915677628,2
113,5,3-113-679423,1757915677628,3
113,5,1-113-9529fa,1757915677628,1
113,5,0-113-f59d74,1757915677630,0
114,5,1-114-25c948,1757915677633,1
114,5,2-114-8d3677,1757915677633,2
114,5,3-114-231d48,1757915677633,3
114,6,0-114-c6c692,1757915677636,0
115,6,1-115-c77f34,1757915677639,1
115,6,2-115-71adb4,1757915677639,2
115,6,3-115-7b8c7f,1757915677639,3
115,5,0-115-e55797,1757915677641,0
116,6,1-116-ac215c,1757915677645,1
116,6,3-116-e31f2d,1757915677645,3
116,6,2-116-5dfb61,1757915677645,2
116,6,0-116-a4f0de,1757915677647,0
117,5,1-117-57b280,1757915677650,1
117,5,3-117-9c58d1,1757915677650,3
117,5,2-117-d3ec7e,1757915677650,2
117,5,0-117-ccf881,1757915677652,0
118,5,1-118-233814,1757915677655,1
118,6,3-118-e7ece4,1757915677656,3
118,6,2-118-6b1b79,1757915677656,2
118,6,0-118-2b31db,1757915677658,0
119,5,1-119-0662d7,1757915677660,1
119,5,3-119-d35a2f,1757915677661,3
119,5,2-119-112134,1757915677661,2
119,5,0-119-b7af9b,1757915677663,0
120,5,1-120-44e6f0,1757915677665,1
120,5,3-120-2f9edd,1757915677666,3
120,6,2-120-809c58,1757915677667,2
120,6,0-120-bdf0b5,1757915677669,0
121,6,1-121-03eeda,1757915677671,1
121,5,3-121-67a344,1757915677671,3
121,5,2-121-018adf,1757915677672,2
121,5,0-121-e8eeba,1757915677674,0
122,5,1-122-828d09,1757915677676,1
122,6,3-122-b66f3e,1757915677677,3
122,5,2-122-ce36dd,1757915677677,2
122,6,0-122-dd655b,1757915677680,0
123,5,1-123-945652,1757915677681,1
123,5,3-123-428ee8,1757915677682,3
123,6,2-123-c49064,1757915677683,2
123,5,0-123-9db6be,1757915677685,0
124,6,1-124-b3e72d,1757915677687,1
124,6,3-124-9345fe,1757915677688,3
124,6,2-124-1dcd5a,1757915677689,2
124,6,0-124-afe318,1757915677691,0
125,5,1-125-902e4f,1757915677692,1
125,5,3-125-6595d9,1757915677693,3
125,5,2-125-c8c240,1757915677694,2
125,5,0-125-b335fe,1757915677696,0
126,6,1-126-383cb3,1757915677698,1
126,6,3-126-96c6ab,1757915677699,3
126,6,2-126-987c32,1757915677700,2
126,6,0-126-56ad06,1757915677702,0
127,5,1-127-21fc72,1757915677703,1
127,5,3-127-6f6f1f,1757915677704,3
127,5,2-127-8f948b,1757915677705,2
127,5,0-127-afc893,1757915677707,0
128,5,1-128-71b3b0,1757915677708,1
128,5,3-128-02b06c,1757915677709,3
128,5,2-128-c13be6,1757915677710,2
128,5,0-128-22b5d8,1757915677712,0
129,6,1-129-7c399b,1757915677714,1
129,6,3-129-8be609,1757915677715,3
129,6,2-129-c86635,1757915677716,2
129,6,0-129-bda08a,1757915677718,0
130,6,1-130-ce2ee2,1757915677720,1
130,5,3-130-b18511,1757915677720,3
130,5,2-130-450f8f,1757915677721,2
130,5,0-130-82ccde,1757915677723,0
131,5,1-131-7e8e3f,1757915677725,1
131,6,3-131-394f88,1757915677726,3
131,6,2-131-2aca99,1757915677727,2
131,5,0-131-d46d7d,1757915677728,0
132,5,1-132-00f579,1757915677730,1
132,6,3-132-a0e13b,1757915677732,3
132,5,2-132-f0e695,1757915677732,2
132,6,0-132-905752,1757915677734,0
133,6,1-133-743e80,1757915677736,1
133,5,3-133-34afaf,1757915677737,3
133,6,2-133-ee89f1,1757915677738,2
133,5,0-133-10547a,1757915677739,0
134,5,1-134-3c3b3a,1757915677741,1
134,5,3-134-17436e,1757915677742,3
134,5,2-134-3f7ca0,1757915677743,2
134,5,0-134-c4ecda,1757915677744,0
135,5,1-135-8a3a2f,1757915677746,1
135,6,3-135-20907f,1757915677748,3
135,5,2-135-d78f8d,1757915677748,2
135,6,0-135-1e51d0,1757915677750,0
136,6,1-136-9d6895,1757915677752,1
136,5,3-136-bfab7b,1757915677753,3
136,6,2-136-dd028f,1757915677754,2
136,6,0-136-9eee3b,1757915677756,0
137,5,1-137-52a5ea,1757915677757,1
137,5,3-137-f82060,1757915677758,3
137,5,2-137-59374d,1757915677759,2
137,5,0-137-efbd5f,1757915677761,0
138,6,1-138-af8bf5,1757915677763,1
138,6,3-138-ed1866,1757915677764,3
138,5,2-138-cacf5b,1757915677764,2
138,5,0-138-862424,1757915677766,0
139,5,1-139-d2f3fe,1757915677768,1
139,5,3-139-cf28e5,1757915677769,3
139,5,2-139-316904,1757915677769,2
139,5,0-139-0ead61,1757915677771,0
140,6,1-140-53c04a,1757915677774,1
140,5,3-140-e2f46b,1757915677774,3
140,6,2-140-1ee7dd,1757915677775,2
140,6,0-140-0c48f6,1757915677777,0
141,5,1-141-ea4db2,1757915677779,1
141,5,3-141-daaf76,1757915677779,3
141,5,2-141-0bbbb6,1757915677780,2
141,5,0-141-a531c1,1757915677782,0
142,6,1-142-a69c1f,1757915677785,1
142,6,3-142-b4c7a3,1757915677785,3
142,5,2-142-39e058,1757915677785,2
142,5,0-142-30c054,1757915677787,0
143,5,3-143-4c338a,1757915677790,3
143,5,1-143-27377c,1757915677790,1
143,5,2-143-436b47,1757915677790,2
143,6,0-143-4c31f8,1757915677793,0
144,5,3-144-552c54,1757915677795,3
144,6,1-144-a34685,1757915677796,1
144,6,2-144-d0e7c2,1757915677796,2
144,5,0-144-730281,1757915677798,0
145,5,2-145-f555ed,1757915677801,2
145,5,1-145-32cd8e,1757915677801,1
145,6,3-145-24f2c5,1757915677801,3
145,5,0-145-01b4d1,1757915677803,0
146,5,1-146-3a633d,1757915677806,1
146,5,2-146-647943,1757915677806,2
146,5,3-146-235056,1757915677806,3
146,5,0-146-23f978,1757915677808,0
147,6,1-147-591b72,1757915677812,1
147,6,2-147-5a4931,1757915677812,2
147,6,3-147-079849,1757915677812,3
147,6,0-147-81d6aa,1757915677814,0
148,5,1-148-123e9e,1757915677817,1
148,5,3-148-73185a,1757915677817,3
148,5,2-148-601400,1757915677817,2
148,5,0-148-6dbc3c,1757915677819,0
149,6,1-149-b76290,1757915677823,1
149,6,2-149-3bbb49,1757915677823,2
149,6,3-149-1835f7,1757915677823,3
149,6,0-149-8a3e22,1757915677825,0
150,5,1-150-d0bd5b,1757915677828,1
150,5,2-150-021893,1757915677828,2
150,5,3-150-8de08e,1757915677828,3
150,5,0-150-60d833,1757915677830,0
151,6,1-151-7d062f,1757915677834,1
151,6,3-151-4bb0ae,1757915677834,3
151,6,2-151-9faa61,1757915677834,2
151,6,0-151-e8c1f1,1757915677836,0
152,5,2-152-800cfc,1757915677839,2
152,5,1-152-8b7089,1757915677839,1
152,5,3-152-f6af09,1757915677839,3
152,5,0-152-b11189,1757915677841,0
153,6,2-153-fe9c56,1757915677845,2
153,6,3-153-551e18,1757915677845,3
153,6,1-153-b32cad,1757915677845,1
153,6,0-153-1f589e,1757915677847,0
154,5,3-154-a948b0,1757915677850,3
154,5,1-154-03d3f1,1757915677850,1
154,5,2-154-c7d75e,1757915677850,2
154,5,0-154-8aa515,1757915677852,0
155,5,3-155-037bce,1757915677855,3
155,6,1-155-b3a09a,1757915677856,1
155,6,2-155-58fd3c,1757915677856,2
155,5,0-155-891aab,1757915677857,0
156,6,3-156-64ac6a,1757915677861,3
156,5,2-156-d7d5c2,1757915677861,2
156,5,1-156-578d74,1757915677861,1
156,6,0-156-2256cb,1757915677863,0
157,5,3-157-c20fcf,1757915677866,3
157,6,2-157-736744,1757915677867,2
157,6,1-157-dcb55a,1757915677867,1
157,5,0-157-77660b,1757915677868,0
158,6,3-158-bb1d9a,1757915677872,3
158,5,2-158-9e2832,1757915677872,2
158,5,1-158-e6419d,1757915677872,1
158,6,0-158-cb41a6,1757915677874,0
159,5,3-159-472411,1757915677877,3
159,6,2-159-2a8e5f,1757915677878,2
159,6,1-159-83b849,1757915677878,1
159,5,0-159-f6f133,1757915677879,0
160,6,3-160-f88257,1757915677883,3
160,5,1-160-d85ea9,1757915677883,1
160,5,2-160-abffcf,1757915677883,2
160,6,0-160-042c25,1757915677885,0
161,5,3-161-117e25,1757915677888,3
161,6,1-161-1f41de,1757915677889,1
161,6,2-161-f75c7e,1757915677889,2
161,5,0-161-8375f1,1757915677890,0
162,5,1-162-16aa1a,1757915677894,1
162,6,3-162-31b094,1757915677894,3
162,6,2-162-b0e315,1757915677895,2
162,6,0-162-fe9bcb,1757915677896,0
163,5,3-163-afc8b1,1757915677899,3
163,5,1-163-fbab5f,1757915677899,1
163,5,2-163-d1481d,1757915677900,2
163,5,0-163-04ed0c,1757915677901,0
164,5,3-164-227885,1757915677904,3
164,5,1-164-fab110,1757915677904,1
164,5,2-164-ba4be1,1757915677905,2
